kepid,tce_plnt_num,av_training_set,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
2721129,2,UNK,,299.74,0.00865374,305.118,0.0245328,0.5573,4.203,6.614,2.264,1501.0,338.4,4.783,2.755,3.014,194.0,11.5,,,4620.0,175.0,4.58,0.05,0.699,0.064
2721835,1,UNK,,1.45433,2.60969e-05,132.138,0.00908265,0.6996,2.131,5.705,8.252,17.88,2.329,8.096,0.9061,0.4351,2880.0,754.0,,,8038.0,303.0,4.08,0.32,2.0,1.037
2987660,1,UNK,,0.508591,5.44556e-05,131.57,0.0138539,0.9003,3.343,1.489,16.26,21.16,14.32,2.289,2.009,4.975,5100.0,900.0,,,7524.0,300.0,3.61,0.27,3.755,1.293
1575977,1,UNK,,2.54043,1.31896e-05,132.81,0.00186673,0.9,0.06792,4.918,0.2433,192.5,21.96,9.774,2.772,0.2295,2070.0,610.0,,,7261.0,357.0,4.12,0.33,1.724,1.0
2855680,1,UNK,,1.69338,1.68984e-05,132.158,0.00464199,0.2627,10.72,5.273,2.71,26.75,3.114,9.4,0.7539,0.4034,2080.0,845.0,,,6961.0,274.0,4.28,0.45,1.435,1.162
2855680,2,UNK,,0.564462,1.03759e-05,131.546,0.00384351,0.04668,117.9,3.532,12.89,19.52,2.917,10.26,0.6402,0.6221,3000.0,1220.0,,,6961.0,274.0,4.28,0.45,1.435,1.162
2970670,1,UNK,,0.947537,8.93699e-06,131.889,0.00161743,0.9023,0.3497,1.058,0.1128,51.96,6.746,11.08,0.7051,0.2429,1700.0,383.0,,,5627.0,169.0,4.52,0.28,0.817,0.366
2972005,1,UNK,,2.79666,2.44529e-05,131.88,0.00608636,0.6653,3.656,1.957,0.4566,175.5,33.19,9.395,5.928,4.329,2910.0,585.0,,,7174.0,289.0,3.51,0.32,4.2,1.654
2972005,2,UNK,,4.19539,0.000316552,134.393,0.0571545,0.9,0.01645,14.39,4.063,30.01,10.61,3.044,2.668,0.4721,2540.0,511.0,,,7174.0,289.0,3.51,0.32,4.2,1.654
2974815,1,UNK,,0.731707,1.14898e-05,131.968,0.00232568,0.7088,2.198,1.064,0.1468,203.1,35.39,9.05,4.048,2.126,3970.0,730.0,,,7841.0,304.0,3.9,0.23,2.63,0.946
2984505,1,UNK,,3.04949,2.14871e-05,132.692,0.00411254,0.9076,0.2185,5.135,1.074,40.27,4.57,9.209,1.099,0.2257,1660.0,425.0,,,6382.0,202.0,4.14,0.27,1.472,0.75
2985022,1,UNK,,0.58119,7.44658e-06,131.52,0.00125267,0.2391,9.156,1.925,0.7606,206.4,20.49,13.94,3.458,1.425,3850.0,723.0,,,7202.0,287.0,3.91,0.22,2.368,0.87
2988783,1,UNK,,0.766194,7.39677e-06,131.777,0.00140038,0.5,1.854,1.918,0.2981,65.75,6.737,13.24,1.601,0.3306,3240.0,1010.0,,,7384.0,320.0,4.09,0.36,1.898,1.175
1293379,1,UNK,,27.5557,0.000868005,132.201,0.0277156,0.1744,67.39,9.514,3.019,308.7,43.89,7.172,1.447,4.318,532.0,104.0,,,5509.0,184.0,4.57,0.27,0.836,0.322
1294756,1,UNK,,0.53025,1.10839e-05,131.971,0.00308436,0.7371,0.8789,2.75,3.863,4.373,0.6525,9.626,0.6797,0.1478,5180.0,893.0,,,8615.0,357.0,3.78,0.29,3.003,1.005
1575977,2,UNK,,1.08868,1.19308e-05,131.724,0.00176764,0.5,3.049,3.385,1.292,130.4,18.13,8.758,2.044,0.6884,2750.0,809.0,,,7261.0,357.0,4.12,0.33,1.724,1.0
1575977,3,UNK,,0.693727,0.0,131.803,0.0,0.1,0.0,2.5,0.0,346.7,0.0,-1.0,3.257,0.0,3190.0,0.0,,,7261.0,357.0,4.12,0.33,1.724,1.0
1866252,1,UNK,,0.700471,1.97268e-05,132.17,0.00406231,0.3239,12.43,1.316,0.3777,15.79,3.978,5.588,0.4936,0.4534,2380.0,609.0,,,6102.0,188.0,4.28,0.27,1.225,0.621
1867078,1,UNK,,620.929,0.0247859,349.558,0.0426893,1.0,0.1722,41.67,10.68,3504.0,3144.0,11.25,465.4,701.7,917.0,102.0,,,3953.0,103.0,1.24,0.03,38.67,8.37
1868918,1,UNK,,0.583637,1.64493e-05,131.876,0.00402897,0.3142,7.126,1.826,0.8313,5.686,1.242,6.518,0.2999,0.1451,2660.0,450.0,,,6218.0,169.0,4.21,0.22,1.238,0.414
2020444,1,UNK,,0.506371,1.02326e-05,132.001,0.00121674,0.07712,37.26,1.736,0.9475,61.34,8.128,10.2,2.485,1.324,4470.0,886.0,,,7061.0,311.0,3.71,0.3,3.142,1.214
2167783,2,UNK,,0.516584,1.1524e-05,131.698,0.00186731,0.3185,9.998,1.681,1.027,191.6,30.34,10.07,2.087,1.304,3260.0,756.0,,,6991.0,293.0,4.16,0.26,1.475,0.673
2168333,1,UNK,,0.596465,8.74696e-06,131.901,0.00201934,0.7,1.05,2.0,0.981,73.1,7.89,11.94,2.889,0.7065,4840.0,805.0,,,8363.0,358.0,3.8,0.26,3.149,1.013
2556639,1,UNK,,2.48127,3.7744e-05,132.978,0.0110147,0.9487,0.004798,6.555,0.2277,123.8,8.046,14.85,2.475,0.08309,2130.0,645.0,,,7257.0,342.0,4.1,0.34,1.829,1.095
2557335,1,UNK,,0.52007,9.54986e-06,131.85,0.00578108,0.953,0.05808,1.366,0.6201,125.7,13.65,13.37,1.145,0.1429,2050.0,468.0,,,5569.0,191.0,4.5,0.28,0.802,0.362
2557335,2,UNK,,0.583008,0.0,131.986,0.0,0.1,0.0,1.5,0.0,1486.0,0.0,-1.0,3.079,0.0,1980.0,0.0,,,5569.0,191.0,4.5,0.28,0.802,0.362
2831048,1,UNK,,497.66,0.0178988,186.989,0.0231978,0.4792,1.829,25.77,1.886,599.7,66.38,9.841,2.486,0.6,239.0,51.0,,,6081.0,198.0,4.47,0.3,0.991,0.418
2831097,1,UNK,,0.931998,1.34768e-05,132.344,0.00158466,0.0771,42.5,1.371,0.06028,434.5,78.18,7.014,5.887,3.563,3850.0,649.0,,,7943.0,303.0,3.83,0.26,2.793,0.918
2854927,1,UNK,,6.5938,0.000247581,134.682,0.0308657,0.8982,0.263,12.71,3.179,88.84,11.53,7.649,1.095,0.2519,1030.0,225.0,,,6202.0,232.0,4.46,0.3,0.992,0.426
2854953,1,UNK,,0.862334,3.03931e-05,131.847,0.0109786,0.8546,0.7375,2.431,2.731,7.956,2.388,3.985,0.5505,0.2248,3010.0,936.0,,,7392.0,322.0,4.14,0.35,1.726,1.064
1576141,1,UNK,,2.6868,0.000106531,133.608,0.0272735,0.01781,889.8,8.951,26.68,19.08,4.417,4.479,0.3517,1.418,1140.0,242.0,,,5292.0,221.0,4.49,0.32,0.823,0.343
2021099,1,UNK,,1.47235,1.58855e-05,132.347,0.00476177,0.08076,99.84,3.49,2.54,30.92,4.179,8.836,0.7457,1.22,1950.0,528.0,,,6140.0,194.0,4.21,0.27,1.341,0.721
2021100,1,UNK,,0.866395,1.30949e-05,131.546,0.00410685,0.6281,1.909,2.442,1.018,31.69,5.091,7.976,0.7115,0.272,2250.0,852.0,,,6444.0,258.0,4.38,0.41,1.2,0.904
2021100,2,UNK,,1.73132,1.71192e-05,132.207,0.00468803,0.2615,17.18,2.986,0.6488,54.49,7.61,8.88,0.8947,0.8327,1790.0,677.0,,,6444.0,258.0,4.38,0.41,1.2,0.904
2168333,3,UNK,,1.22463,3.66365e-05,131.677,0.0107504,0.3355,24.8,3.279,3.918,41.1,15.68,3.195,2.065,3.3,3810.0,634.0,,,8363.0,358.0,3.8,0.26,3.149,1.013
2168420,1,UNK,,0.952009,1.59775e-05,131.817,0.010462,0.9856,0.006665,1.749,0.1461,149.3,15.59,15.47,3.739,0.4626,3480.0,835.0,,,8026.0,311.0,4.01,0.3,2.282,1.08
2168420,2,UNK,,1.44681,2.70413e-05,132.845,0.0119682,0.9516,0.01709,3.86,0.491,163.4,9.619,16.95,3.573,0.1467,3030.0,726.0,,,8026.0,311.0,4.01,0.3,2.282,1.08
2441470,1,UNK,,681.014,0.00419518,228.77,0.00672298,0.6786,0.7698,8.337,0.7804,748.5,121.2,6.358,3.254,0.6997,237.0,63.4,,,6328.0,197.0,4.37,0.31,1.118,0.595
2557350,1,UNK,,3.09874,1.76145e-05,134.389,0.00339316,0.1,80.45,1.838,0.3895,253.6,29.89,9.901,0.6499,1.129,579.0,43.9,,,3627.0,72.0,4.84,0.07,0.41,0.06
2557430,1,UNK,,0.648868,1.61572e-07,131.845,2.70407e-05,0.69,0.004253,1.94,0.003191,24580.0,56.78,2338.0,25.68,0.04764,2880.0,721.0,,,6531.0,186.0,4.12,0.27,1.524,0.757
2557555,1,UNK,,0.633901,2.91641e-05,132.071,0.00288708,0.7547,0.8693,1.38,0.3533,37.35,14.4,3.623,2.066,0.706,3670.0,1550.0,,,5421.0,103.0,3.33,0.39,3.099,2.616
2856960,1,UNK,,204.304,0.000659333,164.603,0.00245331,0.7959,0.00377,32.33,0.1434,27840.0,132.1,141.6,13.73,0.06155,236.0,16.2,,,4907.0,154.0,4.58,0.06,0.727,0.089
1296721,1,UNK,,2.60902,8.62664e-05,133.515,0.0207287,0.213,60.95,6.68,10.1,29.66,8.036,3.753,0.5227,1.517,1330.0,230.0,,,5966.0,195.0,4.49,0.26,0.961,0.327
2140360,1,UNK,,0.967455,6.85323e-06,132.245,0.00105488,0.9,0.1917,1.838,0.4183,32.91,3.21,13.68,0.9777,0.1675,2340.0,606.0,,,6156.0,229.0,4.14,0.25,1.449,0.742
2697935,1,UNK,,21.5129,4.52434e-05,132.468,0.00184828,1.0,0.045,3.479,0.7852,1206.0,742.6,51.86,33.57,25.74,1170.0,286.0,,,5081.0,164.0,3.27,0.31,4.811,2.32
2706947,1,UNK,,2.57772,4.82884e-05,133.816,0.0112742,0.6689,1.845,8.244,5.514,21.15,3.011,6.946,0.6289,0.2444,1730.0,411.0,,,6771.0,241.0,4.28,0.28,1.286,0.605
2834463,1,UNK,,5.88843,2.34476e-05,136.022,0.00278069,0.7602,1.15,1.06,0.1417,136.6,16.35,10.34,1.39,0.5542,1130.0,301.0,,,6243.0,199.0,4.39,0.32,1.084,0.575
2858134,1,UNK,,494.127,0.0428595,257.587,0.0726702,0.5391,81.58,2.763,4.335,136.4,186.8,2.059,1.445,17.19,273.0,51.3,,,6201.0,178.0,4.26,0.22,1.192,0.443
1871483,1,UNK,,14.1374,0.000138307,136.683,0.00835827,0.495,10.83,2.247,0.5033,382.2,52.75,7.761,1.398,2.922,568.0,42.5,,,4861.0,155.0,4.57,0.07,0.709,0.096
1872262,1,UNK,,0.750956,1.07198e-05,132.279,0.00361966,0.02765,186.2,3.626,7.258,29.4,4.003,9.802,0.815,0.7216,2820.0,1130.0,,,7128.0,328.0,4.26,0.45,1.486,1.186
2156514,1,UNK,,1.58556,1.46197e-05,132.918,0.00355902,0.09555,53.4,3.646,1.562,35.42,4.872,8.951,1.05,1.011,2270.0,540.0,,,6564.0,256.0,4.04,0.25,1.753,0.822
2442551,1,UNK,,453.951,0.00611049,504.679,0.00949147,0.6928,1.473,9.721,1.487,426.3,105.1,3.98,1.875,0.8526,226.0,49.8,,,5860.0,151.0,4.53,0.3,0.852,0.373
2443753,1,UNK,,0.864109,1.20706e-05,131.601,0.00559553,0.4667,9.54,4.741,17.3,31.92,3.504,10.82,0.5285,0.5832,1940.0,344.0,,,6139.0,186.0,4.51,0.27,0.912,0.318
2568519,1,UNK,,0.916937,0.0,131.824,0.0,0.1,0.0,3.5,0.0,103.9,0.0,-1.0,0.854,0.0,1970.0,0.0,,,6299.0,197.0,4.45,0.35,0.831,0.431
2568971,2,UNK,,2.54433,1.29265e-05,133.97,0.0028945,0.1689,23.01,3.374,0.2548,75.03,6.344,13.41,1.704,1.292,2250.0,604.0,,,7514.0,306.0,4.05,0.3,1.955,1.038
2568971,3,UNK,,0.848111,8.63795e-06,131.821,0.00262396,0.1024,62.17,2.62,2.628,28.03,3.513,11.48,1.04,1.265,3250.0,872.0,,,7514.0,306.0,4.05,0.3,1.955,1.038
2579906,1,UNK,,0.640756,1.37488e-05,131.533,0.00307056,0.9053,0.3862,1.791,2.287,18.05,2.965,7.811,1.459,0.4419,4170.0,690.0,,,7319.0,311.0,3.75,0.27,2.951,0.943
2580613,1,UNK,,3.00609,4.6626e-05,131.566,0.0100555,0.9394,0.1216,6.869,4.317,13.36,1.6,7.912,1.348,0.2112,2560.0,435.0,,,7500.0,312.0,3.76,0.26,3.067,1.01
2716801,2,UNK,,9.47661,0.000135299,134.735,0.0116409,0.5053,11.02,4.404,0.9053,213.3,27.3,8.006,1.369,2.193,841.0,169.0,,,5911.0,187.0,4.52,0.29,0.914,0.362
2846358,1,UNK,,394.749,0.0072239,426.232,0.00751297,0.4739,4.971,14.31,1.772,255.3,75.26,3.816,2.348,1.385,338.0,86.0,,,6796.0,208.0,4.21,0.29,1.424,0.72
2860788,1,UNK,,2.62987,6.03893e-08,132.068,1.67489e-05,0.6555,0.0002757,6.399,0.0009171,122900.0,30.22,5352.0,36.63,0.009201,1290.0,268.0,,,5566.0,163.0,4.38,0.26,0.967,0.397
1430590,2,UNK,,0.921289,1.4193e-05,131.763,0.00761296,0.9625,0.03667,2.059,0.8375,26.76,2.526,10.24,2.159,0.1846,3620.0,756.0,,,6809.0,294.0,3.67,0.33,3.331,1.36
1577912,1,UNK,,0.601866,1.11718e-05,132.03,0.0063549,0.085,92.29,3.849,21.0,36.49,4.758,10.6,1.551,1.897,4640.0,688.0,,,8961.0,389.0,3.99,0.2,2.519,0.715
1577912,2,UNK,,0.781821,1.74995e-05,132.274,0.00983576,0.9975,0.1195,1.245,1.363,145.8,19.87,14.0,5.343,20.14,4250.0,631.0,,,8961.0,389.0,3.99,0.2,2.519,0.715
1872262,2,UNK,,1.30242,2.81465e-05,131.912,0.0100275,0.9729,0.01975,2.63,0.7045,48.88,5.227,9.492,1.327,0.102,2350.0,944.0,,,7128.0,328.0,4.26,0.45,1.486,1.186
2157247,1,UNK,,5.68649,9.20395e-06,132.743,0.00114275,0.7502,0.7567,2.344,0.2725,537.7,16.39,36.86,2.409,0.6079,1060.0,200.0,,,6052.0,177.0,4.44,0.27,0.956,0.356
2157247,2,UNK,,5.68643,8.39419e-06,133.291,0.00106313,0.2835,4.772,2.251,0.1407,574.7,16.15,41.47,2.315,0.6796,1060.0,200.0,,,6052.0,177.0,4.44,0.27,0.956,0.356
2297729,1,UNK,,477.014,0.0135244,608.124,0.0195036,0.0009928,1811.0,12.17,2.393,3948.0,649.3,8.524,15.91,8.906,323.0,115.0,,,4875.0,135.0,3.56,0.38,2.626,1.856
2310284,2,UNK,,0.699673,0.0,131.568,0.0,0.1,0.0,2.5,0.0,760.0,0.0,-1.0,3.951,0.0,2750.0,0.0,,,6829.0,283.0,4.26,0.35,1.419,0.883
2310586,1,UNK,,0.585522,1.21978e-05,131.579,0.00354819,0.5209,5.856,1.83,1.557,103.4,17.65,8.546,1.543,1.09,3050.0,1320.0,,,7177.0,307.0,4.29,0.47,1.457,1.256
2444769,1,UNK,,3.00168,4.26642e-05,133.063,0.00913363,0.7103,1.333,11.26,9.873,26.95,2.662,10.07,0.5693,0.1942,1420.0,292.0,,,6450.0,206.0,4.42,0.28,1.022,0.414
2580882,1,UNK,,0.889755,1.73541e-05,132.262,0.00446554,0.5,6.997,1.576,0.4237,52.97,12.08,5.892,0.7418,0.6671,2020.0,432.0,,,6250.0,217.0,4.47,0.3,0.986,0.417
2708156,1,UNK,,1.89128,0.0,132.676,0.0,0.1,0.0,4.5,0.0,21340.0,0.0,-1.0,70.29,0.0,5050.0,0.0,,,11287.0,510.0,3.64,0.34,4.662,1.813
2708156,2,UNK,,0.630414,1.65408e-05,131.956,0.00290902,0.9,0.7796,1.31,1.129,130.7,28.26,6.361,6.095,2.664,7280.0,1450.0,,,11287.0,510.0,3.64,0.34,4.662,1.813
2716979,1,UNK,,8.83242,6.32586e-05,137.7,0.00560143,0.07399,128.0,2.132,0.2492,68.28,9.088,8.081,0.9383,1.781,999.0,168.0,,,6060.0,169.0,4.29,0.22,1.133,0.376
2847816,1,UNK,,0.578045,8.00004e-06,131.763,0.00258026,0.858,0.8615,2.193,5.408,13.48,1.401,13.59,0.64,0.3068,2980.0,695.0,,,6388.0,236.0,4.08,0.26,1.535,0.708
2861126,1,UNK,,4.98775,2.56107e-05,133.684,0.00368629,0.2599,20.74,1.771,0.3762,333.3,36.42,10.31,0.7314,0.9072,486.0,38.0,,,3606.0,79.0,4.86,0.07,0.4,0.06
2864938,1,UNK,,255.92,0.00918869,349.696,0.0198277,0.6385,2.223,11.34,1.497,331.3,42.28,8.474,1.951,0.9132,309.0,73.4,,,6244.0,202.0,4.46,0.31,1.017,0.479
1873030,1,UNK,,2.53663,5.63409e-05,132.998,0.0140674,0.8677,0.7462,6.178,5.951,16.31,2.614,6.405,0.8533,0.3572,2100.0,633.0,,,7143.0,330.0,4.09,0.34,1.86,1.11
2300319,1,UNK,,366.774,0.0125275,172.741,0.0209505,0.6705,5.932,8.192,2.578,186.9,37.43,6.419,2.022,2.772,322.0,80.3,,,6228.0,234.0,4.16,0.25,1.393,0.686
2422820,1,UNK,,13.8913,0.00018816,137.345,0.0112241,0.008838,1696.0,5.016,1.517,211.7,25.48,9.274,1.137,3.851,674.0,165.0,,,5472.0,196.0,4.5,0.35,0.79,0.382
2581452,1,UNK,,2.61758,6.26298e-05,133.806,0.0137502,0.1114,65.93,8.467,11.29,20.83,3.379,6.184,2.556,5.172,2520.0,578.0,,,5117.0,179.0,3.2,0.33,5.751,2.61
2850321,1,UNK,,25.2212,0.000246374,143.718,0.00800726,0.4324,2.4,15.95,0.2756,67.71,7.06,9.752,1.155,0.2701,809.0,220.0,,,6631.0,208.0,4.24,0.3,1.368,0.739
2851014,1,UNK,,468.391,0.0069906,285.595,0.00871986,0.008502,725.0,5.881,1.483,707.8,201.4,3.521,8.503,14.83,362.0,110.0,,,4969.0,118.0,3.43,0.34,3.301,1.995
1431794,1,UNK,,0.625631,3.98578e-06,131.693,0.000713049,0.5,1.273,1.979,0.3104,259.5,13.24,23.04,3.917,0.6118,3810.0,687.0,,,7329.0,313.0,3.92,0.22,2.349,0.824
1431794,2,UNK,,2.94375,3.82895e-05,132.885,0.00763733,0.9809,0.002522,6.367,0.1268,351.7,18.11,16.62,5.976,0.2761,2270.0,410.0,,,7329.0,313.0,3.92,0.22,2.349,0.824
1432149,1,UNK,,0.583189,8.39296e-06,131.88,0.001485,0.4276,1.993,2.168,0.632,24.25,2.578,11.93,1.009,0.2058,3690.0,977.0,,,7466.0,296.0,4.04,0.3,2.001,1.047
2300529,1,UNK,,0.85065,7.15507e-06,132.336,0.00206516,0.5,4.446,1.5,0.1687,276.0,29.39,13.88,3.171,1.563,3020.0,1010.0,,,7247.0,337.0,4.11,0.38,1.834,1.209
2300529,2,UNK,,10.9384,0.00029995,135.192,0.0218204,0.9808,0.03552,10.45,0.7507,499.3,58.22,11.04,5.656,2.931,1290.0,430.0,,,7247.0,337.0,4.11,0.38,1.834,1.209
2300529,3,UNK,,0.781322,1.25376e-05,132.05,0.0084954,0.8883,0.1144,2.893,1.202,171.9,14.69,12.88,2.764,0.2461,3110.0,1040.0,,,7247.0,337.0,4.11,0.38,1.834,1.209
2436421,1,UNK,,1.43767,1.19762e-05,132.289,0.00464434,0.004738,1202.0,5.431,6.935,107.7,12.19,11.87,2.481,2.449,2810.0,538.0,,,7115.0,332.0,3.91,0.23,2.365,0.879
2436635,1,UNK,,0.58473,8.67834e-06,131.883,0.00172204,0.9,0.221,1.758,0.928,277.2,32.11,12.84,1.407,0.3958,1540.0,89.9,,,4624.0,166.0,4.59,0.05,0.686,0.063
2445298,1,UNK,,3.24099,3.18797e-05,132.207,0.00632203,0.8874,0.851,3.176,0.2444,59.25,8.189,7.696,1.018,0.6163,1460.0,416.0,,,6567.0,220.0,4.39,0.33,1.144,0.648
2570760,1,UNK,,7.37248,0.000233523,133.837,0.0260306,0.9499,0.008023,16.55,0.8089,58.81,4.768,12.07,1.992,0.08523,1680.0,400.0,,,7776.0,300.0,4.02,0.28,2.106,0.993
2718672,1,UNK,,0.996219,1.18743e-05,132.186,0.00315376,0.3095,4.35,1.92,0.2027,6.39,0.9614,8.428,0.5066,0.1147,3670.0,1350.0,,,9525.0,401.0,4.21,0.4,1.942,1.423
1996456,1,UNK,,0.647418,1.40841e-05,131.533,0.00168399,0.2883,6.342,1.61,0.3492,21.95,4.181,7.254,1.003,0.3584,3440.0,990.0,,,7063.0,241.0,4.0,0.32,2.097,1.197
2301068,1,UNK,,8.60961,6.32627e-05,134.398,0.00584786,0.7838,1.43,2.39,0.2343,70.74,8.364,9.046,3.937,2.742,1550.0,490.0,,,5418.0,209.0,3.45,0.61,4.233,2.655
2437340,1,UNK,,533.806,0.00709128,445.036,0.0103419,0.005476,376.2,11.53,0.9912,726.2,306.6,3.067,66.93,44.95,781.0,79.5,,,4184.0,97.0,1.77,0.03,26.41,5.236
2582539,1,UNK,,0.898715,1.23635e-05,131.633,0.00202293,0.1016,31.3,2.721,1.287,50.95,9.562,7.38,2.201,1.198,3770.0,629.0,,,7302.0,315.0,3.73,0.28,3.04,0.981
2708614,1,UNK,,52.8836,0.00152068,147.013,0.00311434,0.9845,0.1463,7.919,0.2011,12270.0,205.3,60.26,19.97,11.74,559.0,127.0,,,6475.0,257.0,4.41,0.29,1.092,0.487
2708787,1,UNK,,3.6586,6.58711e-05,133.172,0.0124999,0.5037,2.77,12.66,6.059,79.21,9.185,9.495,0.5631,0.3225,746.0,47.8,,,4243.0,141.0,4.63,0.06,0.629,0.069
2161949,1,UNK,,4.78114,3.3264e-05,131.706,0.00497032,0.382,9.263,2.549,0.1931,114.8,11.7,10.62,1.201,1.174,1130.0,207.0,,,5683.0,163.0,4.33,0.23,1.115,0.404
2161949,2,UNK,,7.18841,5.99894e-05,133.171,0.00652155,0.335,15.25,2.478,0.2775,126.2,14.46,9.143,1.254,1.698,987.0,181.0,,,5683.0,163.0,4.33,0.23,1.115,0.404
2162635,1,UNK,,477.011,0.0187762,397.322,0.0358719,0.9342,0.01732,13.72,0.7699,1798.0,101.2,21.92,12.42,0.6499,301.0,41.6,,,5009.0,92.0,3.75,0.16,2.283,0.625
2303102,1,UNK,,1.53215,1.32715e-05,132.382,0.00406848,0.1626,20.96,5.37,3.973,30.15,2.929,11.18,0.6775,0.6066,1700.0,340.0,,,5465.0,158.0,4.21,0.24,1.257,0.499
2437452,1,UNK,,7.23496,2.94031e-06,134.582,0.000333667,0.5415,0.005761,7.781,0.0206,108000.0,261.5,1052.0,27.13,0.05577,842.0,196.0,,,5655.0,190.0,4.58,0.29,0.793,0.366
2448113,1,UNK,,507.526,0.0116723,375.514,0.0134329,0.6904,5.354,8.806,3.265,218.4,33.12,6.919,2.203,2.893,292.0,76.1,,,6319.0,194.0,4.17,0.27,1.397,0.722
2582800,1,UNK,,0.810608,1.01135e-05,132.311,0.00512239,0.8806,0.3415,2.968,3.715,22.88,1.878,13.22,1.487,0.3199,3920.0,639.0,,,7937.0,325.0,3.88,0.22,2.711,0.855
2975832,1,UNK,,0.813682,1.1189e-05,131.567,0.00121529,0.898,0.2294,1.969,0.7963,80.25,12.54,8.353,2.265,0.4559,3150.0,703.0,,,6824.0,296.0,3.96,0.26,2.173,0.951
2975832,2,UNK,,1.62703,3.76434e-05,132.376,0.0150645,0.9011,0.01697,5.663,0.4045,115.0,13.74,7.948,2.715,0.1642,2500.0,558.0,,,6824.0,296.0,3.96,0.26,2.173,0.951
1433531,1,UNK,,567.676,0.0133123,436.55,0.0187991,0.9103,0.08812,13.51,1.304,326.3,39.39,8.229,4.267,0.4622,325.0,66.4,,,6248.0,205.0,3.92,0.35,1.996,0.804
