kepid,tce_plnt_num,av_training_set,tce_rogue_flag,tce_period,tce_period_err,tce_time0bk,tce_time0bk_err,tce_impact,tce_impact_err,tce_duration,tce_duration_err,tce_depth,tce_depth_err,tce_model_snr,tce_prad,tce_prad_err,tce_eqt,tce_eqt_err,tce_insol,tce_insol_err,tce_steff,tce_steff_err,tce_slogg,tce_slogg_err,tce_sradius,tce_sradius_err
4951030,2,AFP,,0.502028,7.7307e-06,131.873,0.00106093,0.7013,0.5988,1.501,0.3305,65.17,6.097,17.39,1.371,0.1926,3380.0,1260.0,,,7264.0,341.0,4.22,0.42,1.58,1.169
9267042,1,AFP,,0.502298,7.33318e-06,131.562,0.00135766,0.5,3.259,1.487,0.5531,116.3,10.59,16.99,3.496,1.301,5200.0,896.0,,,8354.0,350.0,3.76,0.28,3.117,1.042
9267042,2,AFP,,0.502321,1.01304e-05,131.677,0.00216334,0.5076,3.971,1.575,0.8733,86.77,11.4,12.08,3.021,1.416,5200.0,896.0,,,8354.0,350.0,3.76,0.28,3.117,1.042
12356746,1,AFP,,0.502454,9.19745e-08,131.921,1.40403e-05,0.4962,0.01025,1.616,0.002238,30630.0,38.52,4376.0,16.35,0.0275,2340.0,477.0,,,6134.0,172.0,4.5,0.29,0.901,0.364
11152649,1,AFP,,0.502567,9.41084e-06,131.975,0.00124638,0.5,3.447,1.081,0.1609,298.9,34.88,12.99,3.704,1.39,3840.0,1290.0,,,7440.0,315.0,4.06,0.38,2.05,1.362
11152649,2,AFP,,0.502573,9.5054e-06,131.634,0.00124253,0.5,3.489,0.9821,0.1111,299.8,35.88,12.97,3.715,1.41,3840.0,1290.0,,,7440.0,315.0,4.06,0.38,2.05,1.362
11152649,3,AFP,,0.502574,1.28998e-05,131.8,0.00142232,0.3186,8.706,1.195,0.2713,289.7,38.19,16.01,3.589,1.828,3840.0,1290.0,,,7440.0,315.0,4.06,0.38,2.05,1.362
8396259,1,AFP,,0.502743,9.81503e-06,131.531,0.000908519,0.7,0.6506,1.463,0.2986,192.7,23.49,12.36,5.733,1.046,5250.0,1020.0,,,7575.0,304.0,3.57,0.31,3.849,1.459
8396259,2,AFP,,0.502743,1.58787e-05,131.871,0.00103169,0.5067,1.987,1.483,0.3272,209.5,35.47,13.34,5.761,1.598,5250.0,1020.0,,,7575.0,304.0,3.57,0.31,3.849,1.459
7917014,1,AFP,,0.502755,6.58585e-06,131.597,0.00162914,0.3029,11.67,1.657,1.196,79.43,6.97,17.89,2.828,1.919,4850.0,811.0,,,7872.0,309.0,3.79,0.26,3.109,1.012
7917014,2,AFP,,0.502767,1.28622e-05,131.832,0.00328432,0.453,7.226,2.1,3.085,51.78,8.065,10.98,2.308,1.661,4850.0,811.0,,,7872.0,309.0,3.79,0.26,3.109,1.012
10482774,1,AFP,,0.502782,1.13354e-05,131.53,0.00253273,0.8815,0.2875,1.438,0.9401,14.35,2.029,9.73,0.836,0.1529,3820.0,1160.0,,,7530.0,307.0,4.08,0.34,1.93,1.161
10482774,2,AFP,,0.502786,1.12415e-05,131.774,0.00210996,0.9002,0.3729,1.393,1.531,16.33,2.204,12.22,0.9027,0.243,3820.0,1160.0,,,7530.0,307.0,4.08,0.34,1.93,1.161
8630254,1,AFP,,0.502828,6.3548e-06,131.697,0.00125785,0.903,0.3752,1.328,1.233,65.66,5.082,19.41,2.106,0.5846,4070.0,918.0,,,7512.0,313.0,3.98,0.27,2.239,0.993
8630254,2,AFP,,0.502828,1.2166e-05,131.528,0.00140186,0.3098,8.074,1.426,0.5395,60.11,7.925,16.15,1.782,0.8114,4070.0,918.0,,,7512.0,313.0,3.98,0.27,2.239,0.993
9489626,1,AFP,,0.502828,9.79161e-06,131.922,0.00183906,0.9001,0.4307,1.373,1.246,185.9,22.11,12.85,3.043,1.042,3580.0,730.0,,,6777.0,233.0,3.98,0.27,1.914,0.77
9489626,2,AFP,,0.502836,1.71552e-05,131.747,0.00203499,0.9011,0.6817,1.214,1.308,171.0,30.19,12.24,2.924,1.585,3580.0,730.0,,,6777.0,233.0,3.98,0.27,1.914,0.77
6674908,1,AFP,,0.503198,3.18597e-06,131.906,0.000403478,0.3,2.642,1.155,0.08705,216.4,8.866,40.31,0.9122,0.2565,1370.0,96.9,,,4020.0,160.0,4.64,0.07,0.631,0.074
5390069,1,AFP,,0.503478,1.34859e-05,131.775,0.00221367,0.7006,1.449,1.194,0.3749,73.66,12.64,9.011,1.185,0.4124,2970.0,545.0,,,6853.0,238.0,4.32,0.22,1.283,0.463
5390069,2,AFP,,0.503483,1.01693e-05,131.905,0.00157642,0.1801,26.55,1.146,0.4222,103.8,13.86,12.57,1.331,1.17,2970.0,545.0,,,6853.0,238.0,4.32,0.22,1.283,0.463
11759297,1,AFP,,0.503719,9.42533e-06,131.71,0.00106,0.1604,12.23,1.477,0.3768,193.0,21.33,12.52,3.655,1.359,3950.0,777.0,,,6720.0,280.0,3.82,0.31,2.598,0.998
11759297,3,AFP,,0.503719,1.18138e-05,131.549,0.00122907,0.3001,6.362,1.504,0.4309,244.3,31.39,17.64,4.139,1.603,3950.0,777.0,,,6720.0,280.0,3.82,0.31,2.598,0.998
11759297,2,AFP,,0.503721,9.97973e-06,131.87,0.00135612,0.5002,2.675,1.5,0.4492,182.6,22.21,12.08,3.642,1.182,3950.0,777.0,,,6720.0,280.0,3.82,0.31,2.598,0.998
5376642,1,AFP,,0.503795,1.80481e-05,131.925,0.00333253,0.3121,12.82,1.507,1.073,25.97,5.816,6.969,0.5063,0.4453,2410.0,497.0,,,6181.0,193.0,4.47,0.29,0.98,0.4
5376624,1,AFP,,0.503799,1.06991e-05,131.931,0.00183955,0.3151,11.17,1.346,0.6437,46.85,6.2,11.92,0.6616,0.533,2330.0,438.0,,,6045.0,183.0,4.49,0.28,0.955,0.355
5376624,2,AFP,,0.503831,1.03013e-05,131.654,0.00171545,0.7,1.046,1.374,0.4431,50.63,6.231,14.36,0.7289,0.216,2330.0,438.0,,,6045.0,183.0,4.49,0.28,0.955,0.355
9027841,1,AFP,,0.503974,2.34533e-05,131.645,0.00307349,0.7099,2.185,0.8501,0.2352,42.25,12.57,5.454,0.4004,0.3077,1610.0,75.8,,,4898.0,163.0,4.69,0.05,0.568,0.038
8652213,2,AFP,,0.504052,1.32545e-05,131.721,0.00261859,0.0005483,12050.0,1.82,2.608,13.97,214.7,10.45,0.8838,0.9796,4040.0,903.0,,,7331.0,318.0,3.95,0.26,2.329,1.022
8652213,1,AFP,,0.504055,1.45604e-05,131.98,0.00405701,0.9546,0.3714,1.106,3.439,10.94,1.861,8.293,0.9443,0.5446,4040.0,903.0,,,7331.0,318.0,3.95,0.26,2.329,1.022
11031512,2,AFP,,0.50413,1.24574e-05,131.735,0.00183443,0.1043,76.65,1.499,1.761,16.98,2.677,10.64,1.594,2.419,5300.0,1190.0,,,7643.0,308.0,3.56,0.39,3.838,1.69
11031512,1,AFP,,0.504137,1.02542e-05,131.554,0.00153697,0.004196,1442.0,1.63,1.682,20.26,2.527,12.12,1.738,1.973,5300.0,1190.0,,,7643.0,308.0,3.56,0.39,3.838,1.69
5724440,2,AFP,,0.504261,3.84664e-05,131.64,0.00967413,0.8953,1.967,1.545,9.792,27.72,12.91,3.474,2.201,3.197,4910.0,482.0,,,7348.0,157.0,3.63,0.12,3.593,0.689
5724440,1,AFP,,0.504262,2.84823e-05,131.905,0.00690477,0.8996,1.83,1.507,8.898,38.49,13.64,4.342,2.602,3.652,4910.0,482.0,,,7348.0,157.0,3.63,0.12,3.593,0.689
9351622,2,AFP,,0.50431,7.14632e-06,131.52,0.00111274,0.4948,1.257,1.379,0.1765,39.17,3.822,13.77,2.448,0.4097,5260.0,1030.0,,,7652.0,293.0,3.58,0.32,3.784,1.452
6470232,2,AFP,,0.504316,0.000170586,131.965,0.02928,0.09718,1054.0,1.372,17.6,4.323,9.814,0.6673,0.3744,7.008,3380.0,1030.0,,,6826.0,308.0,4.11,0.35,1.779,1.073
9351622,1,AFP,,0.504319,8.84019e-06,131.892,0.000757302,0.7175,0.232,1.5,0.1501,29.96,3.311,12.84,2.233,0.1888,5260.0,1030.0,,,7652.0,293.0,3.58,0.32,3.784,1.452
6470232,1,AFP,,0.504364,0.000139493,131.761,0.017417,0.3,39.28,1.356,2.333,5.542,8.953,0.999,0.4273,1.052,3380.0,1030.0,,,6826.0,308.0,4.11,0.35,1.779,1.073
3542222,1,AFP,,0.504384,3.30845e-05,131.931,0.00503595,0.3129,25.84,1.153,0.9316,28.33,11.49,4.027,0.4881,0.8553,2340.0,475.0,,,6043.0,177.0,4.45,0.28,0.901,0.362
12353648,1,AFP,,0.504559,1.05023e-05,131.629,0.00118143,0.9,0.4121,1.024,0.2822,311.2,40.47,11.14,6.777,2.343,4730.0,510.0,,,7201.0,157.0,3.63,0.17,3.266,0.69
12353648,3,AFP,,0.504566,8.45491e-05,131.877,0.012937,0.08851,313.0,1.501,5.634,81.03,68.61,3.362,2.966,15.63,4730.0,510.0,,,7201.0,157.0,3.63,0.17,3.266,0.69
12353648,2,AFP,,0.504567,0.000106597,131.998,0.0134521,0.09992,310.2,1.5,6.463,62.74,63.75,2.315,2.611,15.27,4730.0,510.0,,,7201.0,157.0,3.63,0.17,3.266,0.69
7974032,2,AFP,,0.504734,2.24119e-05,131.67,0.00506963,0.9001,0.9181,1.496,3.69,154.4,44.53,5.022,2.875,2.011,3750.0,992.0,,,7237.0,295.0,4.04,0.31,1.994,1.043
7974032,3,AFP,,0.504736,0.0,132.014,0.0,0.1,0.0,1.5,0.0,121.6,0.0,-1.0,2.235,0.0,3750.0,0.0,,,7237.0,295.0,4.04,0.31,1.994,1.043
6675944,1,AFP,,0.504967,5.98763e-06,131.93,0.000683111,0.113,18.24,1.287,0.2298,188.6,13.89,20.19,5.284,2.116,5250.0,1090.0,,,7613.0,297.0,3.58,0.34,3.816,1.553
6675944,3,AFP,,0.504974,0.0,131.752,0.0,0.1,0.0,1.5,0.0,181.9,0.0,-1.0,5.181,0.0,5250.0,0.0,,,7613.0,297.0,3.58,0.34,3.816,1.553
6675944,2,AFP,,0.50498,6.93784e-06,131.581,0.000835188,0.5628,1.468,1.177,0.148,159.9,13.99,17.28,5.044,1.207,5250.0,1090.0,,,7613.0,297.0,3.58,0.34,3.816,1.553
9642018,2,AFP,,0.5051,9.15031e-06,131.529,0.00124841,0.7015,1.287,1.052,0.2169,116.3,13.6,15.51,0.9141,0.4243,1890.0,239.0,,,5275.0,169.0,4.59,0.16,0.787,0.192
9642018,1,AFP,,0.505111,7.62669e-06,131.767,0.00112809,0.189,20.87,1.151,0.348,130.5,12.66,16.6,0.8878,0.9622,1890.0,239.0,,,5275.0,169.0,4.59,0.16,0.787,0.192
4142789,1,AFP,,0.505252,8.97539e-06,131.761,0.00161273,0.9033,0.7992,0.8277,0.3074,151.4,23.95,13.82,0.7607,0.4833,1630.0,74.3,,,5135.0,183.0,4.74,0.04,0.528,0.03
4142789,3,AFP,,0.505255,0.0,131.867,0.0,0.1,0.0,1.5,0.0,175.6,0.0,-1.0,0.711,0.0,1630.0,0.0,,,5135.0,183.0,4.74,0.04,0.528,0.03
4142789,2,AFP,,0.505257,9.97145e-06,131.555,0.00156165,0.1417,32.88,1.196,0.4305,159.8,21.69,16.1,0.6802,0.5569,1630.0,74.3,,,5135.0,183.0,4.74,0.04,0.528,0.03
4937435,2,AFP,,0.50573,1.25869e-05,131.674,0.00303273,0.8802,0.8545,1.675,3.57,156.0,22.93,11.79,4.933,2.759,5250.0,911.0,,,8018.0,316.0,3.66,0.27,3.43,1.16
4937435,1,AFP,,0.505736,8.58156e-06,131.919,0.00239543,0.8756,0.6478,1.729,2.725,189.0,19.8,13.65,5.413,2.217,5250.0,911.0,,,8018.0,316.0,3.66,0.27,3.43,1.16
4072582,3,AFP,,0.506607,0.0,131.558,0.0,0.1,0.0,1.5,0.0,188.6,0.0,-1.0,2.927,0.0,4190.0,0.0,,,7952.0,298.0,4.02,0.25,2.108,0.898
4072582,2,AFP,,0.50663,2.1451e-05,131.758,0.00315866,0.9,0.7003,1.483,2.796,128.0,31.41,6.285,2.789,1.576,4190.0,905.0,,,7952.0,298.0,4.02,0.25,2.108,0.898
3850810,1,AFP,,0.506767,1.10744e-05,131.778,0.00207658,0.0255,172.1,1.644,1.107,218.0,31.0,10.94,5.783,4.505,5180.0,972.0,,,7511.0,296.0,3.57,0.29,3.867,1.418
3850810,2,AFP,,0.506768,3.21944e-05,131.905,0.0119448,0.4722,16.23,1.537,2.731,78.31,34.18,3.564,3.545,6.148,5180.0,972.0,,,7511.0,296.0,3.57,0.29,3.867,1.418
9550886,2,AFP,,0.507137,9.21741e-06,131.752,0.000962654,0.9054,0.2112,0.7872,0.117,61.31,7.191,12.81,2.499,0.4313,4500.0,694.0,,,7721.0,310.0,3.86,0.23,2.715,0.807
9550886,3,AFP,,0.507146,1.26362e-05,131.571,0.00123268,0.3,8.231,1.343,0.4255,57.58,8.076,12.74,2.11,0.9804,4500.0,693.0,,,7721.0,310.0,3.86,0.23,2.715,0.807
5201695,1,AFP,,0.507252,1.40064e-05,131.79,0.00325697,0.8963,1.037,1.471,4.09,66.82,12.12,8.83,0.7259,0.7671,1860.0,210.0,,,5278.0,169.0,4.61,0.13,0.74,0.16
5201676,1,AFP,,0.507267,1.16001e-05,131.78,0.00304825,0.8307,1.164,1.841,3.826,36.6,5.373,10.87,0.573,0.4263,1980.0,343.0,,,5313.0,181.0,4.51,0.22,0.833,0.283
5201593,1,AFP,,0.50727,1.35026e-05,131.771,0.0020908,0.5,3.07,1.352,0.4271,28.23,4.68,9.18,0.4752,0.2266,2120.0,454.0,,,5680.0,152.0,4.53,0.29,0.872,0.371
5201596,1,AFP,,0.507272,1.17515e-05,131.776,0.00248077,0.02037,299.2,1.692,1.847,53.45,7.96,10.07,0.5749,0.8537,1970.0,365.0,,,5465.0,168.0,4.58,0.24,0.798,0.292
8869892,3,AFP,,0.507436,0.0,131.667,0.0,0.1,0.0,1.5,0.0,224.0,0.0,-1.0,2.922,0.0,3510.0,0.0,,,6850.0,305.0,4.05,0.32,1.929,1.088
8869892,2,AFP,,0.507441,1.34708e-05,131.801,0.00252653,0.9006,0.4559,1.319,1.286,98.9,14.49,19.5,2.239,0.8166,3510.0,1000.0,,,6850.0,305.0,4.05,0.32,1.929,1.088
8869892,1,AFP,,0.507449,7.18002e-06,131.916,0.00113576,0.5548,1.553,1.297,0.2214,91.49,8.411,17.07,1.931,0.4313,3510.0,1000.0,,,6850.0,305.0,4.05,0.32,1.929,1.088
8191611,1,AFP,,0.508113,5.94049e-06,131.616,0.000828803,0.5002,2.511,0.9617,0.08203,201.1,15.25,21.33,2.013,0.6028,3000.0,760.0,,,6688.0,215.0,4.24,0.29,1.361,0.685
8191611,2,AFP,,0.508119,4.59289e-06,131.779,0.000578573,0.5,1.911,0.8249,0.03158,290.1,17.55,28.22,2.427,0.5532,3000.0,760.0,,,6688.0,215.0,4.24,0.29,1.361,0.685
8191611,3,AFP,,0.508119,0.0,131.948,0.0,0.1,0.0,1.5,0.0,277.1,0.0,-1.0,2.293,0.0,3000.0,0.0,,,6688.0,215.0,4.24,0.29,1.361,0.685
4946956,1,AFP,,0.508122,1.21263e-05,131.712,0.00198808,0.4751,2.278,1.678,0.5405,21.29,3.053,10.08,0.8592,0.205,3590.0,1180.0,,,7313.0,330.0,4.13,0.37,1.794,1.169
4946956,2,AFP,,0.508139,1.30646e-05,131.949,0.00192508,0.2792,9.005,1.785,1.069,22.7,3.541,11.35,0.874,0.4011,3590.0,1180.0,,,7313.0,330.0,4.13,0.37,1.794,1.169
4847371,1,AFP,,0.5083,4.49209e-06,131.621,0.000971984,0.9035,0.3443,1.273,1.024,42.93,2.473,26.83,0.8039,0.2201,2830.0,431.0,,,6817.0,255.0,4.33,0.22,1.05,0.31
4847371,2,AFP,,0.508305,7.3271e-06,131.783,0.00146222,0.3526,6.049,1.329,0.3946,35.45,3.435,15.71,0.6411,0.2772,2830.0,431.0,,,6817.0,255.0,4.33,0.22,1.05,0.31
8974140,1,AFP,,0.508694,6.24867e-06,131.835,0.00163878,0.8944,0.3187,1.613,1.319,271.1,20.68,20.13,5.989,1.522,4520.0,942.0,,,7166.0,358.0,3.71,0.32,3.116,1.26
8974140,2,AFP,,0.508702,0.0,131.589,0.0,0.1,0.0,1.5,0.0,524.1,0.0,-1.0,7.189,0.0,4520.0,0.0,,,7166.0,358.0,3.71,0.32,3.116,1.26
2993589,2,AFP,,0.508727,1.80009e-05,131.626,0.00202047,0.7026,0.8073,1.631,0.5945,28.5,5.446,12.13,0.8641,0.1782,3260.0,1280.0,,,7153.0,304.0,4.24,0.43,1.507,1.177
2993589,1,AFP,,0.508748,9.13312e-06,131.774,0.00150813,0.5,1.993,1.519,0.3818,36.08,4.075,13.66,0.9414,0.2155,3260.0,1280.0,,,7153.0,304.0,4.24,0.43,1.507,1.177
10293818,1,AFP,,0.509092,6.15611e-06,131.879,0.00119919,0.3383,7.055,1.497,0.5427,233.3,18.13,19.61,3.981,1.836,4430.0,906.0,,,7872.0,317.0,3.92,0.25,2.542,1.02
10293818,2,AFP,,0.509096,6.62008e-06,131.535,0.00143988,0.9006,0.4523,1.374,1.236,219.8,18.44,19.29,4.387,1.514,4430.0,906.0,,,7872.0,317.0,3.92,0.25,2.542,1.02
10293818,3,AFP,,0.509103,0.0,131.698,0.0,0.1,0.0,1.5,0.0,476.9,0.0,-1.0,5.638,0.0,4430.0,0.0,,,7872.0,317.0,3.92,0.25,2.542,1.02
9953617,2,AFP,,0.509318,9.25379e-06,131.729,0.00124572,0.5,4.038,0.5432,0.06187,521.2,66.27,13.5,7.639,3.609,4870.0,803.0,,,7769.0,306.0,3.73,0.27,3.122,1.0
9953617,3,AFP,,0.509322,1.57059e-05,131.546,0.00238954,0.1823,30.98,1.344,0.7145,272.0,49.39,11.58,5.237,5.352,4870.0,803.0,,,7769.0,306.0,3.73,0.27,3.122,1.0
11288686,2,AFP,,0.509368,1.96561e-05,131.765,0.00374962,0.6963,2.256,1.643,1.296,358.0,65.11,16.98,3.35,1.737,3350.0,1180.0,,,7063.0,327.0,4.18,0.4,1.651,1.156
11288686,1,AFP,,0.509369,1.38787e-05,131.87,0.00193372,0.3,10.21,1.5,0.693,156.3,22.9,9.029,2.11,1.234,3350.0,1180.0,,,7063.0,327.0,4.18,0.4,1.651,1.156
11288686,3,AFP,,0.509369,0.0,131.998,0.0,0.1,0.0,1.5,0.0,135.1,0.0,-1.0,1.947,0.0,3350.0,0.0,,,7063.0,327.0,4.18,0.4,1.651,1.156
7257008,1,AFP,,0.509587,1.64707e-05,131.599,0.000753656,0.616,0.7289,1.345,0.09443,7850.0,1237.0,17.9,16.3,2.313,3580.0,916.0,,,7274.0,312.0,4.1,0.29,1.736,0.876
7831302,2,AFP,,0.510023,9.56125e-06,131.73,0.00192038,0.9,0.4529,1.399,1.683,46.67,5.524,12.82,2.478,0.8129,5190.0,922.0,,,8381.0,351.0,3.76,0.29,3.12,1.077
7831302,1,AFP,,0.510032,7.67439e-06,131.554,0.00145298,0.9024,0.3583,1.331,1.161,56.88,5.319,15.68,2.742,0.7298,5190.0,922.0,,,8381.0,351.0,3.76,0.29,3.12,1.077
11954651,2,AFP,,0.510233,7.61977e-06,131.613,0.000880054,0.6923,1.168,0.8241,0.05803,235.2,23.08,16.81,2.864,0.7753,3440.0,746.0,,,6810.0,264.0,4.03,0.26,1.727,0.737
11954651,1,AFP,,0.510237,7.92445e-06,131.86,0.00103091,0.473,3.717,0.9662,0.1077,192.5,19.63,14.82,2.493,1.001,3440.0,746.0,,,6810.0,264.0,4.03,0.26,1.727,0.737
8560996,1,AFP,,0.510371,8.14906e-06,132.006,0.00134196,0.483,1.032,1.607,0.2281,10.82,1.12,14.98,1.122,0.1419,5140.0,842.0,,,8083.0,322.0,3.71,0.25,3.294,1.047
8560996,2,AFP,,0.510371,7.85222e-06,131.725,0.00135905,0.4984,1.013,1.663,0.2648,11.1,1.108,16.01,1.138,0.1467,5140.0,842.0,,,8083.0,322.0,3.71,0.25,3.294,1.047
6032730,1,AFP,,0.51043,8.59908e-06,131.825,0.00119008,0.1039,37.08,1.256,0.4544,51.16,5.716,14.66,2.152,1.431,4520.0,746.0,,,7343.0,314.0,3.75,0.27,2.955,0.942
6032730,2,AFP,,0.510436,8.46936e-06,131.567,0.000985012,0.898,0.2123,0.8648,0.1421,59.22,6.312,16.19,2.65,0.4207,4520.0,746.0,,,7343.0,314.0,3.75,0.27,2.955,0.942
2710623,1,AFP,,0.510487,1.65402e-05,131.629,0.00562344,0.08498,167.6,2.408,13.05,14.62,3.412,5.841,0.4188,1.367,2400.0,441.0,,,5750.0,160.0,4.34,0.24,1.106,0.402
9973633,2,AFP,,0.510771,4.77435e-06,131.666,0.000513757,0.04984,14.77,1.053,0.1675,28600.0,1932.0,19.91,25.87,3.979,3150.0,919.0,,,6807.0,282.0,4.2,0.32,1.5,0.866
8398290,1,AFP,,0.51079,9.80439e-06,131.904,0.00144911,0.6973,0.5337,1.556,0.3289,22.46,2.748,12.63,1.106,0.1562,3620.0,729.0,,,6596.0,248.0,3.91,0.32,2.176,0.86
8398290,2,AFP,,0.510984,1.10491e-05,131.983,0.0020531,0.9001,0.3977,1.478,1.853,23.29,3.243,11.03,1.226,0.3912,3620.0,729.0,,,6596.0,248.0,3.91,0.32,2.176,0.86
9973633,1,AFP,,0.51174,5.03838e-06,131.589,0.000295415,0.04456,5.152,1.512,0.05594,26290.0,1486.0,39.01,24.67,1.356,3150.0,919.0,,,6807.0,282.0,4.2,0.32,1.5,0.866
12470709,1,AFP,,0.512169,6.53337e-06,131.691,0.00159036,0.715,1.251,1.324,0.4398,146.4,13.96,18.87,2.216,0.644,3540.0,1270.0,,,7433.0,316.0,4.18,0.41,1.697,1.213
12470709,2,AFP,,0.512179,7.42307e-06,131.945,0.00187573,0.4987,4.151,1.893,1.443,135.6,12.61,18.48,2.056,0.9152,3540.0,1270.0,,,7433.0,316.0,4.18,0.41,1.697,1.213
7522572,2,AFP,,0.512431,6.42915e-06,131.965,0.00110494,0.8987,0.2385,1.509,0.9434,145.3,11.18,19.22,4.971,0.8122,5630.0,1060.0,,,8853.0,392.0,3.74,0.27,3.57,1.312
